-0.092216186	-0.08356512	-0.019523026	0.031180523	0.09719324	-0.07293631	-0.005827274	0.06984608	-0.017154835	-0.041612223	0.004805748	0.009267099	-0.0018098246	0.07706537	0.043227863	-0.0060911807
-0.027835853	-0.048327968	-0.03486927	-0.04384694	0.061021116	-0.078264646	-0.061742827	0.014147752	-0.030274194	-0.043530386	-0.03701914	-0.01433461	-0.05177063	0.081210755	0.042584226	0.013739355
-0.08205902	-0.06106051	0.007972237	-0.07372305	0.04262193	-0.10520493	-0.064209454	0.062129993	0.0014765459	-0.083044544	0.062872395	-0.009184993	-0.0333569	0.024801685	0.08426127	-0.022498893
-0.06490682	-0.07498645	0.016619762	-0.026650185	0.08032428	-0.050499886	-0.05756887	0.034914386	-0.025018977	-0.0068820235	0.05098489	-0.05579186	-0.06299979	0.02255594	-0.04276746	0.014715928
-0.07639547	-0.09373933	-0.024523726	-0.04336615	0.037377432	-0.057920117	-0.03697399	0.03605607	0.019593704	-0.026105529	0.07831387	0.021551486	-0.11804406	-0.01759219	-0.0021764028	-0.023225613
-0.005538513	-0.058278054	-0.060442213	0.04044186	0.03672265	-0.062728606	-0.10341009	-0.030772509	-0.0052220686	-0.021748103	-0.015016354	0.017021595	-0.049430635	0.0769707	0.016808622	-0.023439595
-0.07550134	-0.0472745	0.040800408	0.02103158	0.09580204	-0.063606896	0.010182483	-0.019193538	-0.0004892813	0.0035705268	0.08758906	-0.0691894	-0.085787274	0.07243097	0.0799157	0.037202105
-0.10477683	-0.044158358	-0.017446144	0.044881556	-0.0015632925	-0.08762069	-0.07588325	-0.004123517	-0.019847753	0.019676337	-0.009888636	0.0234358	-0.057579264	-0.00949763	0.070459895	0.00046989665
-0.09568452	-0.009457877	0.003993145	-0.039662495	0.07409068	-0.06294217	-0.0507132	0.043389823	-0.034392506	-0.017498031	0.0135260075	-0.0774857	-0.088231206	0.06743098	0.00010202293	0.03112837
-0.01640356	-0.026866613	0.09218542	-0.046822917	0.053996343	-0.098282866	-0.021366656	-0.0017929354	-0.06931887	-0.0050090714	0.058564223	-0.005672673	0.0051814737	0.063975826	0.030701518	0.020566508
-0.002901323	-0.05049372	-0.026484286	-0.020960683	0.045884196	-0.09441095	-0.03667882	0.013893538	-0.08377595	0.03435603	0.025709763	-0.017552994	0.08338073	0.019342327	0.094199404	0.041966144
-0.029632809	-0.010436804	0.038326316	-0.013465338	0.041547786	-0.028460206	0.0016902834	0.046451464	-0.102343164	-0.010508277	0.05883462	0.043295246	-0.029351182	0.058118846	0.014625892	0.053949624
-0.029197264	-0.1111595	0.0027577002	0.004915621	0.009510049	-0.05884329	-0.070539534	0.02536549	-0.07671228	-0.019873852	-0.034789152	0.035532586	-0.070624456	0.03655223	-0.0102834115	-0.035955936
-0.024351291	0.030411316	-0.026440809	0.031293668	0.018592926	-0.03059754	-0.06005038	0.013171908	-0.0034196577	-0.041248903	-0.01997551	0.05813677	-0.14360166	0.05016576	0.010769433	0.043550186
-0.031746235	-0.173081	-0.023914356	0.018784046	0.036012817	0.061368503	-0.09991885	0.04538506	-0.0015653982	-0.113190316	-0.06400887	-0.083366685	0.0008190884	0.08811994	0.06253302	0.08462552
0.04580109	-0.017015984	0.018965175	-0.09379498	0.04485216	-0.0017670569	-0.02581587	0.041115362	0.009244395	0.060439587	0.059521288	0.08310142	-0.058657087	0.087823145	0.009717967	-0.046187595
-0.11932071	0.00050216157	0.016722616	-0.093137905	0.09015076	-0.050718572	-0.06670586	0.035204034	-0.026794614	0.048430417	0.026178017	0.010530241	-0.038199823	0.1619445	0.09385291	0.03407401
0.0003000717	0.032946568	-0.04404381	-0.04495483	0.085255556	-0.047669295	0.0653066	0.04255538	-0.027608957	-0.020504868	0.02264611	0.023398757	-0.11620115	0.05109958	0.06916965	-0.031254712
0.027391626	0.0062134583	0.08103195	-0.008706078	-0.06106043	-0.06635084	-0.050517596	4.7661102e-05	0.044285316	-0.024602477	0.0064135245	0.06722258	-0.1010485	0.013661081	0.0037002403	0.033291146
0.014818249	0.06907469	-0.0023503376	-0.06473189	0.061148852	-0.11653656	-0.010354724	0.007941874	-0.05065895	-0.0858275	0.046872154	-0.0031622609	-0.059037082	0.05500191	-0.016030252	0.04222362
-0.12359618	-0.045207154	-0.06495496	-0.008355519	0.14435853	-0.07126392	-0.05031965	0.011638625	0.020077124	-0.00035810875	-0.0342959	-0.0777486	-0.07041604	0.034291875	0.014472308	0.0076832534
-0.0159445	-0.022126405	-0.10636635	0.05492603	0.031103542	-0.017433984	0.113003634	0.041953057	-0.05628155	0.016507708	0.09371391	0.08935184	-0.05582369	-0.015466877	0.0492409	-0.018433655
-0.006727888	-0.094295256	0.062303074	-0.06526778	0.0029759435	0.06591522	-0.074051194	0.03791977	-0.024808763	-0.06933219	0.089029446	-0.03811138	0.08614944	0.13101645	0.083367616	-0.07859399
0.024801007	0.09157666	-0.060545113	0.006304483	0.05700571	0.070134886	-0.049572684	-0.033525344	-0.100695185	-0.039427895	-0.09938714	0.013662108	-0.028697398	0.15612002	0.010414746	0.00017762257
-0.1156621	-0.010221985	-0.010689941	-0.0044525545	0.052206412	-0.21061361	-0.031457864	-0.016850084	-0.07822721	-0.06330749	0.022043925	-0.03475722	-0.09944095	0.0293138	0.0017570709	0.01203174
-0.01292119	0.026637975	-0.06943042	0.015969817	0.08187741	-0.12032999	0.016534653	-0.039847974	-0.008187553	0.03179398	0.056252845	0.022299828	-0.027502537	0.012491751	0.03166315	0.09643486
-0.03183736	0.0023777736	0.036498696	-0.01766512	0.017491464	-0.07190298	0.025566071	0.005300567	-0.021868229	-0.012731014	-0.0009271349	0.023093285	-0.0304659	-0.062169872	0.083488375	-0.066467404
-0.069102034	-0.06913478	-0.06639152	-0.018140672	0.029105278	-0.018086763	0.014908813	0.073903516	0.058807373	-0.014557555	0.014622763	0.0865705	-0.008065602	-0.007967057	0.010051299	0.06799287
-0.04290464	-0.013998637	0.066646494	-0.06069392	0.049007554	-0.06872642	-0.042454	0.05946048	0.004882794	0.03820293	0.002169732	-0.020831678	-0.094156496	0.05151385	-0.03348611	0.022532137
0.014523113	0.056317903	0.060282815	-0.026862608	0.023383545	0.043654785	0.0069874446	-0.07532912	-0.016870447	0.014574507	0.04236355	-0.04305123	-0.19799602	-0.0064238934	0.06047924	0.085795306
-0.07350909	0.0028286234	-0.04172862	-0.014664513	0.048652876	-0.036345057	-0.05290022	0.004339145	0.030706158	-0.0597319	-0.025023416	0.06037671	-0.05904683	-0.07374712	0.043651257	0.024057232
-0.039083578	-0.01366849	0.009025347	0.06776394	0.049683187	0.10554959	-0.062952444	0.054810565	0.07314108	0.041455615	0.0156321	-0.030416077	-0.026700431	0.029586479	0.07095461	-0.054153327
-0.111801036	0.031131383	0.0356281	0.0510033	0.09824674	0.06669639	-0.0027646977	-0.031486873	-0.10076541	0.05773695	0.0022423384	-0.08118447	-0.06610778	-0.02631304	0.011378182	0.07418726
-0.053870924	-0.070962995	-0.06427507	0.028760755	0.029456886	-0.14930743	-0.00065518287	0.117586926	-0.029912598	-0.033363003	0.04684801	0.062434856	-0.04025678	0.05557749	-0.01458153	0.06683505
